ticker,date,open,high,low,close
TEL,2018-04-04,0.001747,0.001747,0.001477,0.001515
TEL,2018-04-05,0.001515,0.001602,0.001449,0.001449
TEL,2018-04-06,0.001449,0.001518,0.001407,0.001481
TEL,2018-04-07,0.001481,0.00154,0.001481,0.00154
TEL,2018-04-08,0.00154,0.001603,0.001523,0.001523
TEL,2018-04-09,0.001523,0.001556,0.001436,0.001476
TEL,2018-04-10,0.001476,0.001621,0.001476,0.001579
TEL,2018-04-11,0.001579,0.001808,0.00155,0.001636
TEL,2018-04-12,0.001635,0.001976,0.001635,0.001778
TEL,2018-04-13,0.001778,0.00198,0.001778,0.001881
TEL,2018-04-14,0.001881,0.001961,0.00176,0.00186
TEL,2018-04-15,0.00186,0.001976,0.001816,0.001923
TEL,2018-04-16,0.001923,0.001923,0.00174,0.00174
TEL,2018-04-17,0.00174,0.001816,0.00166,0.00171
TEL,2018-04-18,0.00171,0.00184,0.001682,0.00184
TEL,2018-04-19,0.00184,0.002099,0.001815,0.001929
TEL,2018-04-20,0.001929,0.00216,0.001929,0.002037
TEL,2018-04-21,0.002037,0.002118,0.001997,0.002118
TEL,2018-04-22,0.002118,0.00261,0.002113,0.002485
TEL,2018-04-23,0.002485,0.002641,0.002448,0.002512
TEL,2018-04-24,0.002512,0.002743,0.002391,0.002532
TEL,2018-04-25,0.002532,0.002532,0.002039,0.0021
TEL,2018-04-26,0.0021,0.002381,0.0021,0.002315
TEL,2018-04-27,0.002315,0.002316,0.002123,0.002252
TEL,2018-04-28,0.002251,0.002391,0.002117,0.002186
TEL,2018-04-29,0.002186,0.002275,0.002068,0.002068
TEL,2018-04-30,0.002068,0.002144,0.00201,0.002077
TEL,2018-05-01,0.002077,0.002147,0.001945,0.002012
TEL,2018-05-02,0.002012,0.002198,0.001923,0.00206
TEL,2018-05-03,0.00206,0.002488,0.00206,0.0021
TEL,2018-05-04,0.0021,0.002274,0.0021,0.002274
TEL,2018-05-05,0.002274,0.00245,0.002205,0.002368
TEL,2018-05-06,0.002368,0.002371,0.002213,0.002292
TEL,2018-05-07,0.002292,0.002332,0.002182,0.002182
TEL,2018-05-08,0.002182,0.002318,0.002094,0.002169
TEL,2018-05-09,0.002169,0.002254,0.002104,0.002104
TEL,2018-05-10,0.002179,0.002179,0.001954,0.002098
TEL,2018-05-11,0.002099,0.002099,0.001898,0.001966
TEL,2018-05-12,0.001966,0.001983,0.001846,0.001846
TEL,2018-05-13,0.001846,0.002115,0.001846,0.002115
TEL,2018-05-14,0.002115,0.002115,0.001964,0.001964
TEL,2018-05-15,0.001964,0.001976,0.001905,0.001905
TEL,2018-05-16,0.001905,0.001979,0.001905,0.001979
TEL,2018-05-17,0.001979,0.001979,0.001738,0.001871
TEL,2018-05-18,0.001872,0.001942,0.001803,0.001873
TEL,2018-05-19,0.001873,0.001949,0.00181,0.001949
TEL,2018-05-20,0.001949,0.002002,0.001931,0.001931
TEL,2018-05-21,0.001931,0.001951,0.001881,0.001881
TEL,2018-05-22,0.001881,0.001881,0.001666,0.00173
TEL,2018-05-23,0.001731,0.001731,0.001443,0.001558
TEL,2018-05-24,0.001558,0.001627,0.001506,0.001506
TEL,2018-05-25,0.001507,0.00152,0.001403,0.001462
TEL,2018-05-26,0.001462,0.001523,0.001406,0.001464
TEL,2018-05-27,0.001464,0.001481,0.001367,0.001424
TEL,2018-05-28,0.001424,0.001424,0.00128,0.001331
TEL,2018-05-29,0.001382,0.001586,0.001382,0.00153
TEL,2018-05-30,0.00153,0.00156,0.001504,0.001504
TEL,2018-05-31,0.001504,0.001674,0.001504,0.001674
TEL,2018-06-01,0.001674,0.001679,0.001621,0.001679
TEL,2018-06-02,0.001679,0.001713,0.001653,0.001713
TEL,2018-06-03,0.001653,0.001795,0.001517,0.001671
TEL,2018-06-04,0.001671,0.001671,0.001478,0.001537
TEL,2018-06-05,0.001537,0.001581,0.001521,0.001581
TEL,2018-06-06,0.001581,0.001581,0.001394,0.001576
TEL,2018-06-07,0.001576,0.001576,0.001511,0.001511
TEL,2018-06-08,0.001511,0.001559,0.001499,0.001499
TEL,2018-06-09,0.001499,0.001543,0.001424,0.001483
TEL,2018-06-10,0.001483,0.001483,0.001254,0.001259
TEL,2018-06-11,0.001259,0.001328,0.001222,0.001275
TEL,2018-06-12,0.001275,0.001275,0.001137,0.001236
TEL,2018-06-13,0.001236,0.001236,0.001095,0.001095
TEL,2018-06-14,0.001095,0.001248,0.001095,0.001248
TEL,2018-06-15,0.001248,0.001248,0.001107,0.001107
TEL,2018-06-16,0.001107,0.001193,0.001094,0.001144
TEL,2018-06-17,0.001144,0.001197,0.001133,0.001192
TEL,2018-06-18,0.001192,0.001455,0.001191,0.001403
TEL,2018-06-19,0.001403,0.001459,0.001292,0.001346
TEL,2018-06-20,0.001346,0.001394,0.001153,0.001233
TEL,2018-06-21,0.001233,0.001272,0.001157,0.001209
TEL,2018-06-22,0.001209,0.001209,0.001017,0.001063
TEL,2018-06-23,0.001017,0.001091,0.001017,0.001091
TEL,2018-06-24,0.001091,0.001091,0.000924,0.000956
TEL,2018-06-25,0.000956,0.001014,0.000918,0.001009
TEL,2018-06-26,0.001009,0.001009,0.000859,0.000945
TEL,2018-06-27,0.000946,0.000981,0.000928,0.000972
TEL,2018-06-28,0.000972,0.000972,0.000883,0.000926
TEL,2018-06-29,0.000925,0.000962,0.000914,0.000958
TEL,2018-06-30,0.000958,0.001075,0.000952,0.001038
TEL,2018-07-01,0.001038,0.001039,0.000981,0.001039
TEL,2018-07-02,0.00104,0.001191,0.00104,0.001144
TEL,2018-07-03,0.001144,0.001155,0.001021,0.001058
TEL,2018-07-04,0.001057,0.001126,0.001023,0.001121
TEL,2018-07-05,0.001121,0.001155,0.001029,0.001117
TEL,2018-07-06,0.001117,0.001128,0.001024,0.001081
TEL,2018-07-07,0.001081,0.001176,0.001081,0.001117
TEL,2018-07-08,0.001117,0.001167,0.001109,0.001118
TEL,2018-07-09,0.001123,0.001193,0.001037,0.001037
TEL,2018-07-10,0.001037,0.001038,0.000952,0.001038
TEL,2018-07-11,0.001038,0.001069,0.00098,0.00098
TEL,2018-07-12,0.00098,0.001034,0.000948,0.000991
TEL,2018-07-13,0.000991,0.001038,0.000951,0.000995
TEL,2018-07-14,0.000995,0.001041,0.000954,0.001041
TEL,2018-07-15,0.001041,0.001079,0.000989,0.001034
TEL,2018-07-16,0.001034,0.001149,0.001034,0.001149
TEL,2018-07-17,0.001149,0.001203,0.001098,0.001148
TEL,2018-07-18,0.001148,0.001198,0.001102,0.00115
TEL,2018-07-19,0.00115,0.001186,0.00112,0.001172
TEL,2018-07-20,0.001172,0.001172,0.001032,0.001077
TEL,2018-07-21,0.001077,0.001106,0.001014,0.00106
TEL,2018-07-22,0.00106,0.001098,0.001007,0.001053
TEL,2018-07-23,0.001053,0.001084,0.000989,0.001079
TEL,2018-07-24,0.001079,0.001151,0.000959,0.001055
TEL,2018-07-25,0.001055,0.001055,0.000943,0.00099
TEL,2018-07-26,0.00099,0.00099,0.000832,0.000878
TEL,2018-07-27,0.000878,0.000939,0.000845,0.000939
TEL,2018-07-28,0.000939,0.000939,0.000886,0.000937
TEL,2018-07-29,0.000937,0.000937,0.000839,0.000839
TEL,2018-07-30,0.000839,0.000872,0.000776,0.000872
TEL,2018-07-31,0.000872,0.000872,0.000691,0.00073
TEL,2018-08-01,0.00073,0.000798,0.00071,0.000756
TEL,2018-08-02,0.000756,0.000785,0.000735,0.000781
TEL,2018-08-03,0.000781,0.000794,0.00071,0.000752
TEL,2018-08-04,0.000752,0.000752,0.000692,0.000692
TEL,2018-08-05,0.000692,0.000736,0.000692,0.000736
TEL,2018-08-06,0.000736,0.000736,0.000688,0.000688
TEL,2018-08-07,0.000688,0.000688,0.000642,0.000642
TEL,2018-08-08,0.00068,0.00068,0.000605,0.00064
TEL,2018-08-09,0.00064,0.000705,0.000618,0.000662
TEL,2018-08-10,0.000662,0.000662,0.000597,0.00063
TEL,2018-08-11,0.00063,0.000636,0.000572,0.000636
TEL,2018-08-12,0.000636,0.000636,0.000601,0.000605
TEL,2018-08-13,0.000605,0.000605,0.00054,0.000568
TEL,2018-08-14,0.000568,0.000584,0.000509,0.000557
TEL,2018-08-15,0.000557,0.000624,0.000534,0.000591
TEL,2018-08-16,0.000591,0.000602,0.000574,0.000602
TEL,2018-08-17,0.000602,0.000676,0.000602,0.000667
TEL,2018-08-18,0.000667,0.000667,0.00059,0.000619
TEL,2018-08-19,0.000619,0.00068,0.000599,0.000629
TEL,2018-08-20,0.000635,0.000635,0.000542,0.000569
TEL,2018-08-21,0.000569,0.000619,0.000562,0.00059
TEL,2018-08-22,0.00059,0.000595,0.000568,0.000595
TEL,2018-08-23,0.000595,0.000607,0.000579,0.000579
TEL,2018-08-24,0.000579,0.000689,0.000579,0.000628
TEL,2018-08-25,0.000628,0.000638,0.000583,0.000638
TEL,2018-08-26,0.000638,0.000708,0.000603,0.000686
TEL,2018-08-27,0.000686,0.000778,0.000686,0.000746
TEL,2018-08-28,0.000746,0.000887,0.000746,0.000798
TEL,2018-08-29,0.000798,0.000808,0.000696,0.000722
TEL,2018-08-30,0.000722,0.000747,0.000682,0.00071
TEL,2018-08-31,0.00071,0.00076,0.000704,0.000732
TEL,2018-09-01,0.000732,0.000827,0.000732,0.000798
TEL,2018-09-02,0.000798,0.000826,0.000738,0.00074
TEL,2018-09-03,0.00074,0.000951,0.000708,0.000951
TEL,2018-09-04,0.000951,0.001084,0.000913,0.000941
TEL,2018-09-05,0.000941,0.000941,0.000726,0.000799
TEL,2018-09-06,0.000799,0.000808,0.000757,0.00078
TEL,2018-09-07,0.000781,0.00079,0.00071,0.00079
TEL,2018-09-08,0.00079,0.00079,0.000677,0.000744
TEL,2018-09-09,0.000744,0.000764,0.000706,0.000764
TEL,2018-09-10,0.000764,0.000796,0.000749,0.000771
TEL,2018-09-11,0.000771,0.000833,0.000704,0.000815
TEL,2018-09-12,0.000815,0.000864,0.000787,0.000842
TEL,2018-09-13,0.000842,0.000972,0.000816,0.000824
TEL,2018-09-14,0.000826,0.000877,0.000794,0.000835
TEL,2018-09-15,0.000835,0.000902,0.000798,0.000798
TEL,2018-09-16,0.000798,0.000837,0.000792,0.000792
TEL,2018-09-17,0.000792,0.000792,0.000686,0.000725
TEL,2018-09-18,0.000725,0.000838,0.000725,0.000771
TEL,2018-09-19,0.000771,0.000839,0.000755,0.000839
TEL,2018-09-20,0.000839,0.000967,0.000839,0.000895
TEL,2018-09-21,0.000895,0.001016,0.000895,0.000966
TEL,2018-09-22,0.000966,0.000987,0.000915,0.000963
TEL,2018-09-23,0.000963,0.001052,0.000963,0.001032
TEL,2018-09-24,0.001032,0.001117,0.000962,0.001074
TEL,2018-09-25,0.001074,0.001096,0.000986,0.001089
TEL,2018-09-26,0.001089,0.001221,0.001037,0.0012
TEL,2018-09-27,0.0012,0.001329,0.001168,0.001214
TEL,2018-09-28,0.001214,0.001214,0.001086,0.00113
TEL,2018-09-29,0.00113,0.001203,0.00113,0.00118
TEL,2018-09-30,0.00118,0.00121,0.00107,0.001093
TEL,2018-10-01,0.001093,0.001332,0.001081,0.001205
TEL,2018-10-02,0.001205,0.001262,0.000974,0.001037
TEL,2018-10-03,0.001037,0.001192,0.001012,0.001144
TEL,2018-10-04,0.001144,0.001242,0.001109,0.001153
TEL,2018-10-05,0.001153,0.001256,0.00114,0.00114
TEL,2018-10-06,0.00114,0.001213,0.001101,0.00119
TEL,2018-10-07,0.00119,0.001219,0.001169,0.001169
TEL,2018-10-08,0.001169,0.001261,0.001169,0.001215
TEL,2018-10-09,0.001215,0.001215,0.001103,0.00116
TEL,2018-10-10,0.00116,0.001174,0.001102,0.001126
TEL,2018-10-11,0.001126,0.001126,0.000892,0.00093
TEL,2018-10-12,0.00093,0.000999,0.000901,0.000984
TEL,2018-10-13,0.000984,0.001025,0.000923,0.000937
TEL,2018-10-14,0.000937,0.000955,0.000907,0.000916
TEL,2018-10-15,0.000916,0.001054,0.000916,0.000928
TEL,2018-10-16,0.000928,0.000946,0.000902,0.000923
TEL,2018-10-17,0.000919,0.000996,0.000866,0.000976
TEL,2018-10-18,0.000976,0.000992,0.000893,0.000936
TEL,2018-10-19,0.000936,0.000994,0.000852,0.000911
TEL,2018-10-20,0.000911,0.000923,0.00082,0.000843
TEL,2018-10-21,0.000843,0.000889,0.000805,0.00084
TEL,2018-10-22,0.00084,0.000875,0.000774,0.000855
TEL,2018-10-23,0.000855,0.000878,0.000713,0.000794
TEL,2018-10-24,0.000794,0.00083,0.000765,0.000791
TEL,2018-10-25,0.000791,0.000805,0.000745,0.000751
TEL,2018-10-26,0.000765,0.000933,0.00075,0.000874
TEL,2018-10-27,0.000874,0.000961,0.000831,0.000892
TEL,2018-10-28,0.000892,0.000949,0.000845,0.000896
TEL,2018-10-29,0.000896,0.000896,0.000783,0.000802
TEL,2018-10-30,0.000802,0.000826,0.000777,0.000804
TEL,2018-10-31,0.000804,0.000963,0.000752,0.000778
TEL,2018-11-01,0.000778,0.000855,0.000775,0.000815
TEL,2018-11-02,0.000815,0.000905,0.000815,0.000844
TEL,2018-11-03,0.000844,0.000844,0.000778,0.000798
TEL,2018-11-04,0.000798,0.000845,0.000678,0.000782
TEL,2018-11-05,0.000782,0.000803,0.000755,0.000776
TEL,2018-11-06,0.000776,0.000863,0.000746,0.00079
TEL,2018-11-07,0.00079,0.000826,0.000737,0.000785
TEL,2018-11-08,0.000785,0.000785,0.000697,0.000761
TEL,2018-11-09,0.000761,0.000775,0.000712,0.000754
TEL,2018-11-10,0.000754,0.000784,0.000742,0.00075
TEL,2018-11-11,0.00075,0.000792,0.000701,0.000783
TEL,2018-11-12,0.000783,0.000801,0.000759,0.00078
TEL,2018-11-13,0.00078,0.000784,0.000743,0.000784
TEL,2018-11-14,0.000784,0.000784,0.000639,0.000658
TEL,2018-11-15,0.000658,0.000679,0.000617,0.000635
TEL,2018-11-16,0.000635,0.000635,0.000594,0.000612
TEL,2018-11-17,0.000612,0.000629,0.000592,0.000627
TEL,2018-11-18,0.000627,0.000657,0.000604,0.000644
TEL,2018-11-19,0.000644,0.000644,0.000504,0.000534
TEL,2018-11-20,0.000534,0.000534,0.000445,0.000458
TEL,2018-11-21,0.000458,0.000491,0.00045,0.000478
TEL,2018-11-22,0.000478,0.000478,0.000437,0.000449
TEL,2018-11-23,0.000449,0.000475,0.000432,0.000469
TEL,2018-11-24,0.000469,0.000469,0.000372,0.000381
TEL,2018-11-25,0.000381,0.000409,0.000381,0.000397
TEL,2018-11-26,0.000397,0.000425,0.000359,0.000403
TEL,2018-11-27,0.000403,0.000463,0.000403,0.000463
TEL,2018-11-28,0.000463,0.000517,0.000455,0.000467
TEL,2018-11-29,0.000467,0.000471,0.000446,0.00047
TEL,2018-11-30,0.00047,0.00047,0.000429,0.000452
TEL,2018-12-01,0.000452,0.000511,0.000452,0.000472
TEL,2018-12-02,0.000472,0.000472,0.000441,0.000452
TEL,2018-12-03,0.000452,0.000452,0.000422,0.000433
TEL,2018-12-04,0.000433,0.00044,0.000428,0.000439
TEL,2018-12-05,0.000439,0.000439,0.000396,0.000416
TEL,2018-12-06,0.000416,0.000416,0.000362,0.000372
TEL,2018-12-07,0.000372,0.000423,0.000372,0.000403
TEL,2018-12-08,0.000403,0.000403,0.000375,0.000384
TEL,2018-12-09,0.000384,0.000415,0.000384,0.000415
TEL,2018-12-10,0.000415,0.000415,0.000381,0.00039
TEL,2018-12-11,0.00039,0.00039,0.000361,0.00037
TEL,2018-12-12,0.00037,0.000389,0.00037,0.000389
TEL,2018-12-13,0.000389,0.000389,0.000351,0.000371
TEL,2018-12-14,0.000371,0.000371,0.000344,0.000361
TEL,2018-12-15,0.000361,0.000371,0.000354,0.000371
TEL,2018-12-16,0.000371,0.000376,0.000359,0.000376
TEL,2018-12-17,0.000376,0.00042,0.000376,0.00042
TEL,2018-12-18,0.00042,0.000451,0.000419,0.00044
TEL,2018-12-19,0.00044,0.000453,0.000423,0.000443
TEL,2018-12-20,0.000443,0.000524,0.000443,0.000489
TEL,2018-12-21,0.000489,0.000489,0.000449,0.00046
TEL,2018-12-22,0.00046,0.000509,0.00046,0.000485
TEL,2018-12-23,0.000485,0.000539,0.000474,0.0005
TEL,2018-12-24,0.0005,0.000535,0.000451,0.000478
TEL,2018-12-25,0.000478,0.000485,0.000444,0.000472
TEL,2018-12-26,0.000472,0.000477,0.000464,0.000464
TEL,2018-12-27,0.000464,0.000464,0.000409,0.00042
TEL,2018-12-28,0.00042,0.000535,0.00042,0.000503
TEL,2018-12-29,0.000503,0.000503,0.000437,0.000439
TEL,2018-12-30,0.000439,0.000481,0.000438,0.000466
TEL,2018-12-31,0.000466,0.000466,0.000427,0.00044
TEL,2019-01-01,0.00044,0.000485,0.00044,0.000455
TEL,2019-01-02,0.000455,0.000517,0.000455,0.00047
TEL,2019-01-03,0.00047,0.00047,0.000433,0.000433
TEL,2019-01-04,0.000433,0.000471,0.000433,0.000437
TEL,2019-01-05,0.000437,0.000476,0.000406,0.000422
TEL,2019-01-06,0.000422,0.000466,0.000416,0.000444
TEL,2019-01-07,0.000444,0.000444,0.000395,0.000426
TEL,2019-01-08,0.000426,0.000426,0.000393,0.000393
TEL,2019-01-09,0.000393,0.000423,0.000393,0.000423
TEL,2019-01-10,0.000423,0.000423,0.000333,0.000371
TEL,2019-01-11,0.000371,0.000394,0.000356,0.000382
TEL,2019-01-12,0.000382,0.000491,0.000332,0.000365
TEL,2019-01-13,0.000365,0.000373,0.000338,0.000361
TEL,2019-01-14,0.000361,0.000415,0.000361,0.000376
TEL,2019-01-15,0.000376,0.000406,0.000339,0.0004
TEL,2019-01-16,0.0004,0.000406,0.000342,0.000369
TEL,2019-01-17,0.000369,0.000416,0.000361,0.000406
TEL,2019-01-18,0.000406,0.000443,0.000374,0.000374
TEL,2019-01-19,0.000374,0.0004,0.000374,0.0004
TEL,2019-01-20,0.0004,0.0004,0.000348,0.000367
TEL,2019-01-21,0.000367,0.000374,0.00035,0.00035
TEL,2019-01-22,0.00035,0.000381,0.00035,0.000357
TEL,2019-01-23,0.000357,0.000365,0.000341,0.000353
TEL,2019-01-24,0.000353,0.000365,0.000326,0.00033
TEL,2019-01-25,0.00033,0.000348,0.000313,0.000348
TEL,2019-01-26,0.000348,0.000349,0.000326,0.000349
TEL,2019-01-27,0.000349,0.000349,0.000314,0.000337
TEL,2019-01-28,0.000337,0.000351,0.000319,0.00034
TEL,2019-01-29,0.00034,0.000356,0.000328,0.000346
TEL,2019-01-30,0.000346,0.000371,0.000338,0.000349
TEL,2019-01-31,0.000349,0.000353,0.000331,0.000342
TEL,2019-02-01,0.000342,0.000353,0.000332,0.000353
TEL,2019-02-02,0.000353,0.000371,0.000303,0.000344
TEL,2019-02-03,0.000344,0.000358,0.000322,0.000322
TEL,2019-02-04,0.000322,0.000343,0.000321,0.000331
TEL,2019-02-05,0.000331,0.000331,0.00031,0.000331
TEL,2019-02-06,0.000331,0.000331,0.000303,0.000324
TEL,2019-02-07,0.000324,0.00033,0.000302,0.000302
TEL,2019-02-08,0.000302,0.000358,0.000302,0.000335
TEL,2019-02-09,0.000335,0.000335,0.000311,0.000322
TEL,2019-02-10,0.000322,0.000339,0.000314,0.000327
TEL,2019-02-11,0.000327,0.000327,0.000278,0.00029
TEL,2019-02-12,0.00029,0.000363,0.00028,0.000307
TEL,2019-02-13,0.000307,0.000307,0.000293,0.000306
TEL,2019-02-14,0.000306,0.000331,0.000277,0.000278
TEL,2019-02-15,0.000278,0.000307,0.000278,0.000281
TEL,2019-02-16,0.000281,0.000308,0.000281,0.000292
TEL,2019-02-17,0.000292,0.000352,0.000282,0.000282
TEL,2019-02-18,0.000282,0.000336,0.000282,0.000324
TEL,2019-02-19,0.000324,0.000357,0.000289,0.000313
TEL,2019-02-20,0.000313,0.000331,0.000284,0.000301
TEL,2019-02-21,0.000301,0.000302,0.000243,0.000291
TEL,2019-02-22,0.000293,0.000298,0.000262,0.000283
TEL,2019-02-23,0.000283,0.000391,0.000281,0.000303
TEL,2019-02-24,0.000303,0.000303,0.00022,0.000264
TEL,2019-02-25,0.000264,0.000311,0.000259,0.000306
TEL,2019-02-26,0.000306,0.000335,0.00028,0.000331
TEL,2019-02-27,0.000331,0.000332,0.000265,0.000304
TEL,2019-02-28,0.000304,0.000334,0.000256,0.000334
TEL,2019-03-01,0.000334,0.000463,0.000313,0.000449
TEL,2019-03-02,0.000449,0.000454,0.000334,0.000411
TEL,2019-03-03,0.000411,0.000411,0.000365,0.000369
TEL,2019-03-04,0.000369,0.000389,0.000355,0.000388
TEL,2019-03-05,0.000388,0.000448,0.000363,0.000429
TEL,2019-03-06,0.000429,0.000449,0.000378,0.000436
TEL,2019-03-07,0.000436,0.000453,0.000413,0.000445
TEL,2019-03-08,0.000445,0.000509,0.000418,0.000464
TEL,2019-03-09,0.000464,0.000564,0.000464,0.000564
TEL,2019-03-10,0.000564,0.0007,0.000413,0.000462
TEL,2019-03-11,0.000462,0.000512,0.00043,0.000486
TEL,2019-03-12,0.000486,0.000513,0.000465,0.000492
TEL,2019-03-13,0.000492,0.000507,0.000473,0.000478
TEL,2019-03-14,0.000478,0.000502,0.000423,0.000456
TEL,2019-03-15,0.000456,0.000522,0.000445,0.000493
TEL,2019-03-16,0.000493,0.000536,0.000467,0.000483
TEL,2019-03-17,0.000483,0.000528,0.000429,0.000495
TEL,2019-03-18,0.000495,0.000532,0.000476,0.000508
TEL,2019-03-19,0.000508,0.000529,0.000494,0.000515
TEL,2019-03-20,0.000515,0.000627,0.000496,0.000519
TEL,2019-03-21,0.000519,0.000519,0.000488,0.000503
TEL,2019-03-22,0.000503,0.000516,0.000494,0.00051
TEL,2019-03-23,0.00051,0.000514,0.000503,0.000508
TEL,2019-03-24,0.000508,0.000605,0.000501,0.000583
TEL,2019-03-25,0.000583,0.000664,0.000549,0.000627
TEL,2019-03-26,0.000627,0.000666,0.000556,0.000635
TEL,2019-03-27,0.000635,0.000693,0.000604,0.000644
TEL,2019-03-28,0.000644,0.000692,0.000635,0.000686
TEL,2019-03-29,0.000686,0.000794,0.000637,0.000742
TEL,2019-03-30,0.000742,0.000785,0.000708,0.000739
TEL,2019-03-31,0.000739,0.000758,0.000696,0.000742
TEL,2019-04-01,0.000742,0.00078,0.000675,0.000698
TEL,2019-04-02,0.000698,0.000841,0.000684,0.000739
TEL,2019-04-03,0.000739,0.000809,0.000609,0.000695
TEL,2019-04-04,0.000695,0.000719,0.000572,0.00062
TEL,2019-04-05,0.00062,0.000671,0.000604,0.000622
TEL,2019-04-06,0.000622,0.000627,0.000532,0.000565
TEL,2019-04-07,0.000565,0.000664,0.000565,0.00062
TEL,2019-04-08,0.00062,0.000665,0.00054,0.000561
TEL,2019-04-09,0.000561,0.000619,0.000522,0.000564
TEL,2019-04-10,0.000564,0.000601,0.000559,0.000576
TEL,2019-04-11,0.000576,0.000576,0.000511,0.000532
TEL,2019-04-12,0.000532,0.000578,0.000522,0.000533
TEL,2019-04-13,0.000533,0.000574,0.000526,0.000548
TEL,2019-04-14,0.000548,0.000687,0.000548,0.000609
TEL,2019-04-15,0.000609,0.000609,0.000543,0.000555
TEL,2019-04-16,0.000555,0.000594,0.000555,0.000571
TEL,2019-04-17,0.000571,0.00058,0.000556,0.000563
TEL,2019-04-18,0.000563,0.000588,0.000536,0.000576
